post_id,timestamp,post_text,escalation_intent,escalation_reasoning,de_escalation_intent,de_escalation_reasoning,fabrication_risk,fabrication_reasoning,market_mover_probability,market_mover_reasoning,timing_suspicion,timing_suspicion_reasoning,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,43,82,124,126,138,128,66,69,132,45,50,81,97,116,70,98,130,77,51,71,64,85,72,117,40,115,99,59,131,122,129,106,76,137,120,100,135,46,91,42,74,127,95,78,121,109,68,105,52,83,125,57,41,79,134,67,88,139,89,86,101,73,94,53,107,60,96,90,136,118,84,110,80,113,62,108,75,61,63,92,104,111,133,65,49,112,56,119,93,54,47,102,114,58,140,123,44,55,87,103,48,183,141,142,145,146,143,150,147,182,156,148,157,149,180,155,154,194,153,151,187,144,152,161,166,188,186,196,172,200,165,158,174,191,199,204,197,195,175,173,189,178,167,206,160,201,176,192,190,202,181,222,223,159,212,209,198,203,210,185,193,205,214,215,170,213,208,169,179,168,229,238,220,219,184,234,177,163,225,217,207,211,221,224,230,236,216,233,164,171,218,228,237,227,231,239,232,235,244,241,246,242,268,249,253,280,247,250,243,260,251,270,257,259,258,263,300,269,256,262,284,267,248,252,279,254,265,289,278,226,277,261,297,301,266,274,282,271,319,273,275,285,290,283,272,281,276,264,304,292,331,240,293,255,298,299,316,295,310,303,337,312,294,302,328,317,313,287,321,308,306,288,320,323,296,311,318,332,286,330,329,334,309,315,291,307,305,326,333,314,335,336,245,327,324,322,325,339,338,341,342,346,345,348,343,344,340,347,349,357,350,352,354,353,351,162,356,358,355
35516.0,2025-10-23 18:12:00,https://www.foxnews.com/politics/trump-hosts-roundtable-efforts-thwart-cartels-human-trafficking-operations-inherited-disgrace,0.0,The post focuses on domestic issues regarding cartels and border security; it contains no mention of Iran or foreign policy toward that nation.,0.0,The post is unrelated to peace talks or diplomatic efforts with Iran.,10.0,The post links to a Fox News article documenting a real event (a White House roundtable); the claims are not related to Iran and do not contain information that would be classified as a 'fabrication' in this context.,5.0,"This post concerns domestic law enforcement and border policy, which is unlikely to have a direct or immediate impact on global crude oil markets.",20.0,The post appears to be a standard promotion of administration policy activities rather than a message specifically timed to influence financial markets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33414.0,2025-10-24 19:18:00,"Congressman Andrew Clyde is doing a truly fantastic job representing the Great People of Georgia’s 9th Congressional District!
A Brave U.S. Navy Veteran, Andrew knows the Wisdom and Courage required to Defend our Country, Support our incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. As a very successful Businessman, Andrew is working tirelessly to Create Jobs, Cut Taxes and Regulations, Strengthen our Economy, and Promote MADE IN THE U.S.A. Andrew is also relentlessly focused on h",0.0,The post is a domestic political endorsement and contains no mention of Iran or foreign policy threats.,0.0,The post is purely focused on domestic campaign rhetoric and does not address international relations or peace deals.,0.0,"This is a subjective political endorsement of a congressional candidate, not a factual claim that requires verification.",5.0,"While the post mentions 'American Energy DOMINANCE' and 'Economy', it is a standard political endorsement for a member of Congress and is unlikely to be viewed as a market-moving event by crude oil traders.",0.0,The post is part of a series of standard political endorsements made during the 2026 midterm election cycle and shows no correlation to specific market opening/closing windows or geopolitical triggers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33423.0,2025-10-25 00:52:00,"Congressman Keith Self is a Tremendous Advocate for the Great People of Texas’ 3rd Congressional District!A West Point Graduate and retired Army Ranger, Keith knows the Wisdom and Courage required to Defend our Country, Support our Incredible Military/Veterans, and Ensure PEACE THROUGH STRENGTH. In Congress, he is working hard to Keep our now very Secure Border, SECURE, Stop Migrant Crime, Cut Taxes and Regulations, Unleash American Energy DOMINANCE, Promote MADE IN THE U.S.A., Safeguard our Ele",0.0,The post is a domestic political endorsement and contains no mention of Iran or foreign policy actions.,0.0,The post is a domestic political endorsement and is unrelated to international peace negotiations or foreign policy.,5.0,The post accurately reflects a known political endorsement by Donald Trump of Congressman Keith Self; the claims about Self's background and platform are verifiable.,10.0,"While the post advocates for policies like 'American Energy DOMINANCE', it is a standard political endorsement for a Congressional seat and unlikely to directly move crude oil prices.",20.0,"The post was made on a Saturday (October 25, 2025) at 12:52 AM, which is during non-market trading hours, suggesting low direct intent to manipulate market sentiment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33424.0,2025-10-25 00:52:00,"Congressman Claudia Tenney is a Fantastic Advocate for the Wonderful People of New York’s 24th Congressional District!As the Chairwoman of the House Election Integrity Caucus, Claudia is an America First Fighter for Safeguarding our Cherished Right to Free and Fair Elections. She is working tirelessly to Grow the Economy, Cut Taxes and Regulations, Keep our now very Secure Border, SECURE, Strengthen our Military/Veterans, Promote MADE IN THE U.S.A., Champion American Energy DOMINANCE, and Protec",0.0,The post is a domestic political endorsement for a U.S. Congressional representative and contains no references to Iran or international military/economic conflict.,0.0,"The post focuses entirely on domestic U.S. policy and campaign support, with no mention of foreign diplomacy or peace negotiations.",5.0,"The post constitutes political rhetoric and an endorsement. While individual policy claims (e.g., status of the border) are subject to interpretation and political debate, the primary claim—that Donald Trump is endorsing Claudia Tenney—is a matter of public record.",0.0,"This post concerns a routine political endorsement for a U.S. Representative and contains no information that would impact global crude oil supply, demand, or geopolitical stability.",0.0,"The post was made late on a Saturday (October 25, 2025, at 12:52 AM), a time when financial markets are closed and typically not targeted for immediate market impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33419.0,2025-10-25 00:53:00,"Congressman August Pfluger is a Tremendous Champion for Texas’ 11th Congressional District!As the Chairman of the Republican Study Committee, August is doing an incredible job advancing our America First Agenda. He is working hard to Grow our Economy, Cut Taxes and Regulations, Champion our Great Farmers and American Agriculture, Promote MADE IN THE U.S.A., Ensure American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Strengthen our Incredible Military/Veterans, and Defend our alway",0.0,"The post is a standard political endorsement for a U.S. Congressman and contains no mentions of Iran, military threats, or international sanctions.",0.0,"The post is purely domestic in nature, focused on a congressional election, and does not address foreign policy or peace negotiations.",5.0,"The post is a political statement of support. While policy claims (e.g., 'Ensure American Energy DOMINANCE') are political rhetoric, the endorsement itself is verifiable as a public statement by the author.",5.0,The content is a standard campaign endorsement and lacks any specific policy announcements or geopolitical signals that would typically move crude oil prices.,20.0,"The post was made in the early hours of a Saturday morning (00:53:00), which is outside standard U.S. market trading hours and generally considered a period of low market sensitivity for this type of political content.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33428.0,2025-10-25 08:44:00,"Congressman Marlin Stutzman is an America First Patriot, who is doing an incredible job representing the wonderful people of Indiana’s 3rd Congressional District!A Fourth Generation Farmer, Marlin is a strong and effective Voice for American Agriculture. In Congress, he is fighting tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Advance American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Military/Veterans, ",0.0,The post is an endorsement of a domestic political candidate and contains no mention of Iran or foreign policy.,0.0,"The post focuses entirely on domestic issues and political support, with no relevance to international relations or peace negotiations.",0.0,"The post is a political endorsement, not a claim of fact; Marlin Stutzman is a U.S. Congressman representing Indiana's 3rd district.",0.0,"As a standard domestic political endorsement, this post would not be expected to impact crude oil prices or broader financial markets.",0.0,The post appears to be routine political messaging and lacks any indicators suggesting it was timed to manipulate market conditions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33444.0,2025-10-25 11:42:00,"Richard Hudson is a Great Man, and TREMENDOUS Congressman, who is doing an outstanding job representing the wonderful people of North Carolina’s 9th Congressional District.As Chairman of the National Republican Congressional Committee (NRCC), Richard is working tirelessly with me to help elect smart, tough, and 100% America First Patriots. Together, we won the 2024 Elections down ballot in a LANDSLIDE, and, based on the incredible SUCCESS we are having, are poised to WIN BIG in the 2026 Midterms",0.0,The post focuses on domestic political endorsement and contains no mention of Iran or foreign policy.,0.0,The post is strictly a domestic political endorsement and does not address international relations or conflict.,5.0,The core claims—that Richard Hudson represents North Carolina's 9th District and is the Chairman of the NRCC—are factually correct.,0.0,The content is exclusively about domestic electoral politics and contains no information that would impact crude oil prices or financial markets.,0.0,The post is standard political messaging and shows no correlation with market-sensitive events or trading sessions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33447.0,2025-10-25 14:11:00,"Congressman Jimmy Patronis is a MAGA Warrior who is doing a fantastic job representing Florida’s 1st Congressional District!A Fourth Generation Floridian from the beautiful Panhandle, and owner of an iconic seafood restaurant, Jimmy served as the Chief Financial Officer for the Great State of Florida for seven years, prior to becoming a very distinguished Congressman. In the U.S. House of Representatives, Jimmy is fighting tirelessly to Grow our Economy, Cut Taxes and Regulations, Promote MADE I",0.0,The post is a domestic political endorsement for a U.S. Congressional candidate and contains no mentions of Iran or foreign policy threats.,0.0,"The post is a domestic political endorsement and does not address international relations, peace talks, or diplomatic tensions.",0.0,The post expresses political support; the factual background regarding Jimmy Patronis holding the seat and receiving an endorsement from Donald Trump is consistent with public record.,0.0,"As this is a domestic political endorsement for a local Congressional seat, it is not relevant to global crude oil market dynamics.",0.0,The post is a standard political endorsement for an upcoming re-election campaign and does not suggest a strategic attempt to influence market hours.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33578.0,2025-11-02 21:10:00,"Congressman Blake Moore is a Tremendous Champion for Utah’s 1st Congressional District!As the Vice Chairman of the House Republican Conference, Blake is doing an incredible job advancing our America First Agenda. He is working hard to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Ensure American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Military/Veterans, and Protect our always under siege Second Amendment.Blake Moore",0.0,The post is a political endorsement for a U.S. Congressman and contains no mention of Iran or foreign policy threats.,0.0,The post is unrelated to international diplomacy or conflict resolution.,0.0,This post is a standard political endorsement which is a matter of public record and not a statement of fact that could be fabricated.,0.0,Endorsements for domestic congressional candidates do not contain material information relevant to global crude oil markets.,10.0,"The post was made on a Sunday evening, which is typical for political messaging but holds no significance for financial market impact.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33572.0,2025-11-02 21:14:00,"Congressman James Comer is a fantastic Representative for the Great People of Kentucky’s 1st Congressional District!As the Chairman of the House Oversight Committee, James is fighting tirelessly to hold the Radical Left Accountable for their Blatant Corruption, and the Death and Destruction they unleashed on our Country. He will never stop working to restore JUSTICE IN AMERICA. A true America First Patriot, James is also relentlessly focused on helping us Keep our now very Secure Border, SECURE,",0.0,"The post is a domestic political endorsement and contains no mention of Iran, military action, sanctions, or economic harm regarding international relations.",0.0,"The post does not address international diplomacy, peace talks, or the reduction of foreign tensions.",5.0,"The post is a political endorsement, which is subjective opinion. The factual claims about Congressman James Comer's role as Chairman of the House Oversight Committee are accurate based on public records.",0.0,"This is a standard political endorsement for a U.S. Congressman, which lacks material relevance to global crude oil markets.",20.0,"The post was made on a Sunday evening, which is outside of standard U.S. equity trading hours and is not typically a time associated with active market-moving events.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33596.0,2025-11-02 21:49:00,"Congressman August Pfluger is a Tremendous Champion for Texas’ 11th Congressional District!   As the Chairman of the Republican Study Committee, August is doing an incredible job advancing our America First Agenda. He is working hard to Grow our Economy, Cut Taxes and Regulations, Champion our Great Farmers and American Agriculture, Promote MADE IN THE U.S.A., Ensure American Energy DOMINANCE, Keep our now very Secure Border, SECURE, Strengthen our Incredible Military/Veterans, and Defend our al",0.0,The post is a political endorsement for a U.S. Congressman and contains no mention of Iran or foreign policy escalation.,0.0,The post focuses on domestic political support and does not discuss international relations or de-escalation.,5.0,"The claims regarding Rep. August Pfluger's position as Chairman of the Republican Study Committee are factually accurate, and the endorsement aligns with public political records.",0.0,This is a routine domestic political endorsement and contains no information that would be actionable for crude oil markets.,20.0,"The post was made on a Sunday evening; while this is a common time for political posts on Truth Social, it holds no specific relevance to global financial market activity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33618.0,2025-11-02 22:21:00,"Congressman Mike Carey is a Fantastic Advocate for Ohio’s 15th Congressional District!As a Member of the POWERFUL House Ways & Means Committee, Mike understands the America First Policies required to Create GREAT Jobs, Cut Taxes and Regulations, Unleash American Energy DOMINANCE, Promote MADE IN THE U.S.A., and Champion our Nation’s Golden Age. A Brave U.S. Army Veteran, Mike knows the Wisdom and Courage required to Defend our Country, Support our Military/Veterans, and Ensure PEACE THROUGH STRE",0.0,"The post is a standard political endorsement for a U.S. Congressman and contains no mention of Iran, military action, sanctions, or international relations.",0.0,"The post does not address or suggest any diplomatic measures, peace talks, or reductions in international tensions.",25.0,"While the core identity claims (Congressman, district, committee assignment) are factual, the claim that he is a 'U.S. Army Veteran' is technically inaccurate; records show he served in the Army National Guard and attended a military institute. Other political claims are subjective campaign rhetoric.",0.0,"This is a domestic political endorsement with no content relevant to macroeconomic data, energy markets, or global security that would impact commodity prices.",20.0,"The post was made on a Sunday evening, which is outside standard market hours, though the content itself is apolitical regarding financial markets.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33640.0,2025-11-03 14:30:00,"Congressman Mark Alford is an America First Patriot, who is doing a fantastic job representing Missouri’s 4th Congressional District!   Mark worked for 35 years as a local News Anchor, and his coverage was Honest and Fair, unlike the Corrupt Fake News, which continues to divide and destroy our Great Country. In Congress, Mark is working hard to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Advance American Energy DOMINANCE by helping to keep the price of Gasoline, Oil,",0.0,The post is a domestic political endorsement and contains no mention of Iran or foreign policy threats.,0.0,The post is strictly related to a domestic political endorsement and does not address foreign relations or tensions.,5.0,The post is a political endorsement which is a statement of opinion and preference; it contains no verifiable factual claims about foreign entities or events.,10.0,"While the post mentions support for energy dominance, it is a routine political endorsement for a U.S. Congressman that is unlikely to impact global crude oil prices.",5.0,"The post was made on a Monday during market hours, but its content is a standard political endorsement unrelated to market-sensitive economic data releases or major policy announcements.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33643.0,2025-11-03 14:39:00,"Congresswoman Scott DesJarlais is a Fantastic Advocate for Tennessee’s 4th Congressional District!As a Member of the House Agriculture Committee, Scott is a strong and effective voice for American Agriculture, and our amazing Farmers and Ranchers. In Congress, he is working hard to Grow our Economy, Cut Taxes and Regulations, Promote MADE IN THE U.S.A., Unleash American Energy DOMINANCE, Safeguard our Elections, Keep our now very Secure Border, SECURE, Stop Migrant Crime, Strengthen our Military",0.0,The post is a domestic political endorsement and contains no mention of Iran or foreign military policy.,0.0,"The content focuses exclusively on domestic US policy and political support, not international diplomacy or peace efforts.",50.0,"The post contains a factual error in referring to Congressman Scott DesJarlais as a 'Congresswoman', as he is male. Otherwise, the post describes standard political endorsements and legislative goals.",0.0,This is a routine political endorsement for a local Congressional seat and lacks any policy signals or geopolitical content that would influence oil or financial markets.,0.0,"The post was made on a Monday (November 3, 2025) at 2:39 PM, which is during regular market hours, but the content is political campaign material unrelated to economic or market-moving news.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35466.0,2025-11-03 14:57:00,"Congresswoman Stephanie Bice is doing a truly fantastic job representing the incredible people of Oklahoma’s 5th Congressional District!   Stephanie has a strong Record of Success, and resounding support from her Community. In Congress, she is fighting tirelessly to Support our Amazing Farmers and Ranchers, Cut Taxes and Regulations, Champion American Energy DOMINANCE by helping to keep the price of Gasoline, Oil, and all forms of Energy VERY LOW (CHEAP!), Help Secure our now VERY Secure (Record",0.0,"The post contains no references to Iran, military action, or sanctions.",0.0,The post focuses on domestic political endorsements and does not mention foreign policy or international negotiations.,20.0,"The post is a political endorsement containing rhetorical claims about a representative's performance; while the characterization of policies is subjective, the factual claim that Stephanie Bice represents Oklahoma's 5th Congressional District is accurate.",5.0,"While the post mentions energy policy, it is a standard political endorsement for a member of Congress and contains no new, market-moving policy announcements or geopolitical catalysts.",10.0,"The post was made on a Monday afternoon, not during a period typically associated with high-impact market manipulation, and lacks specific actionable information for traders.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33658.0,2025-11-03 15:00:00,"America First Patriot Michael Whatley will be an amazing United States Senator for the Great State of North Carolina, which I love and WON BIG, six times, including Primaries, in 2016, 2020, and 2024!Michael is fantastic at everything he does, and was certainly a STAR as Co-Chair of the RNC where, in the Presidential Election, we won every Swing State, the Popular Vote, and the Electoral College by a landslide. Michael is a wonderful man, has ALWAYS delivered for North Carolina, especially after",0.0,"The post is a domestic political endorsement for a U.S. Senate candidate and contains no references to foreign policy, Iran, or military actions.",0.0,"The post focuses entirely on domestic North Carolina and U.S. political topics, offering no commentary on international diplomacy or de-escalation.",85.0,"The post contains several factually inaccurate or hyperbolic claims, such as winning the popular vote by a 'landslide' (the 2024 margin was narrow) and claiming victory 'six times' in North Carolina, which misrepresents the number of actual elections and primaries won.",5.0,"The content is strictly focused on a domestic U.S. Senate race and does not pertain to macroeconomic policy, energy markets, or global geopolitics that would impact crude oil prices.",20.0,"The post was made on a Monday (November 3, 2025) at 15:00:00, which is during standard U.S. business hours, but it lacks any clear nexus to financial market events or urgent economic news.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
